date,min,max,normal_min,normal_max,precipitation,precipitation_normal
19531006,74,85,74.5,87.7,7.44,10.67
19531007,73,84,74.4,87.6,7.46,10.71
19531008,73,84,74.4,87.6,7.48,10.75
19531009,71,84,74.4,87.5,7.5,10.79
19531010,73,85,74.3,87.4,7.5,10.83
19531011,71,84,74.3,87.4,7.52,10.87
19531012,75,84,74.2,87.3,7.52,10.92
19531013,73,83,74.2,87.2,7.54,10.96
19531014,73,84,74.1,87.1,7.54,11
19531015,70,82,74.1,87.1,7.63,11.05
19531016,73,82,74,87,7.63,11.09
19531017,73,83,73.9,86.9,7.63,11.14
19531018,73,84,73.9,86.8,7.64,11.18
19531019,73,83,73.8,86.7,7.64,11.23
19531020,71,86,73.7,86.7,7.64,11.28
19531021,67,86,73.7,86.6,7.64,11.34
19531022,75,83,73.6,86.5,7.64,11.41
19531023,73,84,73.5,86.4,7.64,11.47
19531024,70,83,73.4,86.3,7.64,11.54
19531025,66,85,73.4,86.2,7.64,11.6
19531026,67,80,73.3,86.1,7.64,11.67
19531027,70,83,73.2,86,7.64,11.73
19531028,73,83,73.1,85.9,7.64,11.79
19531029,73,83,73,85.8,7.64,11.85
19531030,73,82,73,85.7,7.64,11.92
19531031,70,80,72.9,85.6,7.65,11.98
19531101,71,82,72.8,85.5,7.65,12.06
19531102,71,82,72.7,85.4,7.65,12.14
19531103,71,82,72.7,85.3,7.67,12.22
19531104,72,81,72.6,85.2,7.67,12.29
19531105,72,82,72.5,85.1,7.67,12.37
19531106,70,79,72.4,85,7.8,12.45
19531107,73,81,72.4,84.9,7.8,12.52
19531108,71,80,72.3,84.8,7.83,12.6
19531109,68,78,72.2,84.7,7.87,12.68
19531110,69,79,72.1,84.6,7.89,12.76
19531111,72,80,72.1,84.5,7.89,12.83
19531112,71,79,72,84.4,7.89,12.91
19531113,72,79,71.9,84.3,7.89,12.99
19531114,71,82,71.9,84.2,7.9,13.07
19531115,70,80,71.8,84.1,7.96,13.15
19531116,71,82,71.8,84,7.98,13.23
19531117,72,81,71.7,83.9,7.98,13.32
19531118,72,81,71.6,83.8,7.98,13.4
19531119,71,81,71.6,83.7,8.03,13.47
19531120,72,81,71.5,83.7,8.03,13.54
19531121,69,81,71.4,83.6,8.03,13.61
19531122,66,81,71.4,83.5,8.03,13.67
19531123,64,80,71.3,83.4,8.03,13.74
19531124,66,78,71.2,83.3,8.05,13.81
19531125,69,78,71.2,83.3,8.07,13.88
19531126,71,79,71.1,83.2,8.07,13.95
19531127,69,79,71,83.1,8.07,14.02
19531128,69,80,71,83,8.07,14.09
19531129,69,80,70.9,83,8.07,14.16
19531130,70,79,70.8,82.9,8.07,14.23
19531201,72,81,70.7,82.8,8.07,14.29
19531202,71,80,70.7,82.7,8.07,14.35
19531203,71,80,70.6,82.7,8.07,14.41
19531204,71,80,70.5,82.6,8.07,14.47
19531205,72,80,70.4,82.5,8.07,14.53
19531206,71,79,70.3,82.4,8.07,14.59
19531207,71,78,70.2,82.4,8.07,14.65
19531208,70,79,70.1,82.3,8.07,14.71
19531209,70,79,70,82.2,8.07,14.77
19531210,69,80,69.9,82.2,8.07,14.83
19531211,65,78,69.8,82.1,8.11,14.89
19531212,64,78,69.7,82,8.22,14.96
19531213,65,75,69.6,82,8.43,15.03
19531214,64,79,69.5,81.9,8.43,15.1
19531215,61,80,69.4,81.8,8.43,15.17
19531216,61,77,69.2,81.8,8.43,15.24
19531217,68,81,69.1,81.7,8.44,15.31
19531218,69,75,69,81.6,8.93,15.38
19531219,67,77,68.9,81.6,9.07,15.46
19531220,69,74,68.8,81.5,9.38,15.55
19531221,69,78,68.6,81.5,9.38,15.63
19531222,71,79,68.5,81.4,9.39,15.71
19531223,71,80,68.4,81.3,9.39,15.79
19531224,68,80,68.3,81.3,9.39,15.87
19531225,66,81,68.2,81.2,9.39,15.95
19531226,66,80,68.1,81.2,9.62,16.03
19531227,65,76,67.9,81.1,9.97,16.1
19531228,60,78,67.8,81.1,9.97,16.18
19531229,57,76,67.7,81,9.97,16.25
19531230,61,78,67.6,80.9,9.97,16.33
19531231,62,79,67.5,80.9,9.97,16.41
19540101,67,75,67.4,80.9,0.32,0.08
19540102,71,78,67.3,80.8,0.32,0.15
19540103,71,78,67.3,80.8,0.32,0.22
19540104,65,77,67.2,80.7,0.5,0.29
19540105,64,74,67.1,80.7,0.53,0.36
19540106,68,75,67,80.7,0.53,0.44
19540107,67,77,67,80.6,0.53,0.51
19540108,63,79,66.9,80.6,0.53,0.58
19540109,66,77,66.8,80.6,0.53,0.65
19540110,65,78,66.8,80.5,0.53,0.72
19540111,62,80,66.8,80.5,0.53,0.78
19540112,61,79,66.7,80.5,0.53,0.84
19540113,61,79,66.7,80.5,0.53,0.9
19540114,62,80,66.7,80.4,0.53,0.96
19540115,62,80,66.6,80.4,0.53,1.02
19540116,65,79,66.6,80.4,0.53,1.07
19540117,64,78,66.6,80.4,0.55,1.13
19540118,68,78,66.6,80.4,0.84,1.17
19540119,63,79,66.6,80.4,0.84,1.22
19540120,60,79,66.6,80.4,0.84,1.27
19540121,66,77,66.6,80.4,1.47,1.32
19540122,68,78,66.6,80.4,1.47,1.37
19540123,65,85,66.6,80.4,1.47,1.42
19540124,65,80,66.6,80.4,1.47,1.48
19540125,67,80,66.7,80.4,1.47,1.53
19540126,63,81,66.7,80.4,1.47,1.58
19540127,60,79,66.7,80.4,1.47,1.62
19540128,59,79,66.7,80.4,1.47,1.68
19540129,65,80,66.7,80.4,1.47,1.73
19540130,71,80,66.8,80.4,1.47,1.78
19540131,71,80,66.8,80.4,1.49,1.84
19540201,73,81,66.8,80.4,1.49,1.9
19540202,67,81,66.8,80.4,1.49,1.97
19540203,65,80,66.9,80.4,1.49,2.03
19540204,67,80,66.9,80.4,1.49,2.09
19540205,67,80,66.9,80.4,1.82,2.15
19540206,59,77,67,80.5,1.82,2.21
19540207,62,82,67,80.5,1.82,2.27
19540208,58,79,67,80.5,1.82,2.34
19540209,61,79,67,80.5,1.82,2.4
19540210,64,82,67,80.5,1.82,2.46
19540211,65,82,67.1,80.5,1.82,2.51
19540212,68,80,67.1,80.5,2.04,2.57
19540213,65,80,67.1,80.5,2.04,2.64
19540214,70,81,67.1,80.5,2.18,2.71
19540215,67,81,67.1,80.5,2.49,2.78
19540216,67,81,67.1,80.5,2.49,2.85
19540217,69,81,67.2,80.5,2.49,2.93
19540218,68,82,67.2,80.5,2.49,3
19540219,70,81,67.2,80.5,2.49,3.08
19540220,70,80,67.2,80.5,2.49,3.15
19540221,68,78,67.2,80.5,2.51,3.23
19540222,67,81,67.2,80.5,2.51,3.31
19540223,67,75,67.2,80.5,2.51,3.39
19540224,67,78,67.2,80.6,2.64,3.47
19540225,65,73,67.3,80.6,3.75,3.55
19540226,62,76,67.3,80.6,4.76,3.63
19540227,67,82,67.3,80.6,4.79,3.7
19540228,68,80,67.3,80.6,5.47,3.78
19540301,66,75,67.3,80.6,6.42,3.85
19540302,66,80,67.4,80.6,6.45,3.93
19540303,69,79,67.4,80.6,6.45,4
19540304,67,78,67.4,80.7,6.46,4.08
19540305,60,69,67.4,80.7,6.47,4.16
19540306,60,71,67.5,80.7,6.5,4.24
19540307,62,73,67.5,80.7,6.65,4.31
19540308,62,73,67.6,80.8,6.67,4.39
19540309,65,76,67.6,80.8,6.67,4.48
19540310,64,75,67.6,80.8,6.75,4.57
19540311,68,78,67.7,80.9,6.75,4.66
19540312,67,79,67.8,80.9,6.75,4.76
19540313,61,79,67.8,81,6.75,4.85
19540314,62,77,67.9,81,6.77,4.93
19540315,65,78,67.9,81.1,6.89,5.01
19540316,63,81,68,81.1,6.91,5.09
19540317,66,74,68.1,81.2,7.95,5.18
19540318,64,80,68.1,81.2,7.95,5.25
19540319,62,80,68.2,81.3,7.95,5.33
19540320,67,79,68.3,81.3,7.95,5.41
19540321,65,79,68.4,81.4,7.99,5.48
19540322,66,81,68.4,81.5,7.99,5.55
19540323,63,80,68.5,81.5,7.99,5.62
19540324,57,79,68.6,81.6,7.99,5.68
19540325,66,81,68.7,81.7,7.99,5.75
19540326,67,82,68.8,81.7,7.99,5.82
19540327,65,80,68.9,81.8,7.99,5.89
19540328,66,84,68.9,81.9,8.01,5.95
19540329,71,82,69,81.9,8.01,6.01
19540330,69,81,69.1,82,8.01,6.08
19540331,69,81,69.2,82.1,8.01,6.14
19540401,68,80,69.3,82.2,8.01,6.18
19540402,66,78,69.4,82.2,8.01,6.23
19540403,62,79,69.4,82.3,8.01,6.27
19540404,63,81,69.5,82.4,8.01,6.31
19540405,70,77,69.6,82.5,8.01,6.35
19540406,68,82,69.7,82.5,8.01,6.39
19540407,67,84,69.7,82.6,8.01,6.42
19540408,73,85,69.8,82.7,8.01,6.45
19540409,72,83,69.9,82.7,8.01,6.48
19540410,72,83,69.9,82.8,8.01,6.51
19540411,71,83,70,82.9,8.01,6.53
19540412,73,82,70,82.9,8.01,6.55
19540413,70,83,70.1,83,8.01,6.58
19540414,69,84,70.1,83.1,8.01,6.6
19540415,66,82,70.2,83.1,8.01,6.62
19540416,69,84,70.2,83.2,8.01,6.64
19540417,69,78,70.2,83.2,8.15,6.66
19540418,69,78,70.3,83.3,8.15,6.68
19540419,62,78,70.3,83.3,8.15,6.7
19540420,61,80,70.4,83.4,8.15,6.72
19540421,70,79,70.4,83.4,8.21,6.74
19540422,68,74,70.4,83.5,8.24,6.76
19540423,67,83,70.4,83.5,8.24,6.77
19540424,65,83,70.5,83.6,8.24,6.79
19540425,68,84,70.5,83.6,8.42,6.81
19540426,68,84,70.5,83.7,8.42,6.83
19540427,69,82,70.6,83.7,8.42,6.85
19540428,73,82,70.6,83.8,8.44,6.87
19540429,69,79,70.6,83.8,9.99,6.89
19540430,65,79,70.6,83.9,9.99,6.91
19540501,68,78,70.7,83.9,9.99,6.93
19540502,69,80,70.7,84,9.99,6.96
19540503,69,79,70.7,84,9.99,6.99
19540504,69,79,70.8,84.1,9.99,7.01
19540505,69,79,70.8,84.1,10,7.04
19540506,67,78,70.8,84.2,10.01,7.07
19540507,64,79,70.9,84.2,10.01,7.09
19540508,69,82,70.9,84.3,10.01,7.12
19540509,66,80,71,84.3,10.01,7.14
19540510,68,82,71,84.4,10.01,7.17
19540511,69,83,71.1,84.4,10.01,7.2
19540512,68,84,71.1,84.5,10.01,7.23
19540513,65,79,71.2,84.6,10.01,7.26
19540514,68,79,71.3,84.6,10.01,7.29
19540515,70,79,71.3,84.7,10.01,7.32
19540516,67,80,71.4,84.7,10.01,7.35
19540517,68,80,71.5,84.8,10.01,7.38
19540518,70,81,71.5,84.9,10.01,7.41
19540519,69,81,71.6,84.9,10.01,7.44
19540520,69,82,71.7,85,10.01,7.46
19540521,70,84,71.8,85.1,10.01,7.49
19540522,72,81,71.9,85.2,10.01,7.52
19540523,72,83,72,85.2,10.01,7.54
19540524,73,83,72,85.3,10.01,7.57
19540525,71,82,72.1,85.4,10.02,7.59
19540526,71,82,72.2,85.5,10.02,7.62
19540527,70,81,72.3,85.5,10.02,7.64
19540528,73,83,72.4,85.6,10.02,7.66
19540529,70,76,72.5,85.7,10.15,7.69
19540530,70,82,72.6,85.8,10.15,7.71
19540531,69,83,72.7,85.9,10.15,7.73
19540601,74,83,72.8,85.9,10.16,7.75
19540602,72,84,72.9,86,10.16,7.77
19540603,71,82,73,86.1,10.16,7.79
19540604,72,84,73,86.2,10.16,7.81
19540605,71,84,73.1,86.3,10.16,7.82
19540606,73,83,73.2,86.3,10.16,7.84
19540607,72,80,73.3,86.4,10.16,7.86
19540608,72,83,73.4,86.5,10.16,7.88
19540609,72,84,73.5,86.5,10.16,7.89
19540610,73,82,73.5,86.6,10.16,7.9
19540611,73,85,73.6,86.7,10.16,7.92
19540612,73,84,73.7,86.8,10.16,7.94
19540613,74,84,73.7,86.8,10.16,7.95
19540614,73,83,73.8,86.9,10.16,7.97
19540615,73,84,73.9,86.9,10.16,7.99
19540616,73,85,73.9,87,10.16,8
19540617,74,85,74,87.1,10.16,8.02
19540618,73,84,74,87.1,10.16,8.04
19540619,73,84,74.1,87.2,10.16,8.05
19540620,74,84,74.1,87.2,10.16,8.07
19540621,73,85,74.2,87.3,10.16,8.08
19540622,74,84,74.2,87.3,10.16,8.1
19540623,73,85,74.3,87.4,10.17,8.11
19540624,74,85,74.3,87.4,10.17,8.13
19540625,75,85,74.3,87.4,10.17,8.15
19540626,72,84,74.4,87.5,10.19,8.16
19540627,71,84,74.4,87.5,10.19,8.18
19540628,73,84,74.4,87.5,10.2,8.2
19540629,72,82,74.5,87.6,10.34,8.21
19540630,72,84,74.5,87.6,10.35,8.23
19540701,72,84,74.5,87.7,10.37,8.25
19540702,72,82,74.6,87.7,10.41,8.26
19540703,73,84,74.6,87.7,10.44,8.28
19540704,72,80,74.6,87.7,10.49,8.29
19540705,71,82,74.7,87.8,10.49,8.31
19540706,71,85,74.7,87.8,10.49,8.33
19540707,71,85,74.7,87.8,10.49,8.35
19540708,73,83,74.8,87.9,10.49,8.36
19540709,74,85,74.8,87.9,10.5,8.38
19540710,73,83,74.9,87.9,10.65,8.4
19540711,71,85,74.9,87.9,10.75,8.41
19540712,73,85,74.9,88,10.77,8.43
19540713,74,84,75,88,10.77,8.44
19540714,74,84,75,88,10.77,8.46
19540715,71,84,75,88.1,10.84,8.47
19540716,73,85,75.1,88.1,10.84,8.49
19540717,73,82,75.1,88.1,10.9,8.51
19540718,74,84,75.2,88.2,10.9,8.52
19540719,73,82,75.2,88.2,10.91,8.54
19540720,72,85,75.3,88.2,10.91,8.55
19540721,74,85,75.3,88.2,10.91,8.57
19540722,74,83,75.3,88.3,10.91,8.59
19540723,74,84,75.4,88.3,10.91,8.61
19540724,73,85,75.4,88.3,10.91,8.63
19540725,74,85,75.5,88.4,10.91,8.64
19540726,75,85,75.5,88.4,10.91,8.66
19540727,75,85,75.5,88.4,10.91,8.68
19540728,70,78,75.6,88.5,11.12,8.7
19540729,71,81,75.6,88.5,12.08,8.71
19540730,71,85,75.6,88.5,12.08,8.73
19540731,74,85,75.7,88.6,12.08,8.75
19540801,73,85,75.7,88.6,12.08,8.77
19540802,74,85,75.7,88.6,12.08,8.79
19540803,73,84,75.7,88.6,12.08,8.81
19540804,74,85,75.7,88.7,12.17,8.83
19540805,73,86,75.8,88.7,12.17,8.85
19540806,74,85,75.8,88.7,12.17,8.87
19540807,74,85,75.8,88.7,12.17,8.89
19540808,74,85,75.8,88.8,12.18,8.9
19540809,74,85,75.8,88.8,12.18,8.92
19540810,72,88,75.8,88.8,12.18,8.94
19540811,74,86,75.8,88.8,12.18,8.96
19540812,75,85,75.8,88.8,12.18,8.99
19540813,77,85,75.8,88.8,12.18,9.01
19540814,75,85,75.7,88.9,12.18,9.04
19540815,73,84,75.7,88.9,12.19,9.07
19540816,74,86,75.7,88.9,12.19,9.1
19540817,74,86,75.7,88.9,12.19,9.13
19540818,73,84,75.7,88.9,12.26,9.16
19540819,74,85,75.6,88.9,12.26,9.19
19540820,74,85,75.6,88.9,12.26,9.22
19540821,75,86,75.6,88.9,12.26,9.25
19540822,75,85,75.5,88.9,12.26,9.28
19540823,74,84,75.5,88.9,12.26,9.31
19540824,74,84,75.4,88.9,12.26,9.34
19540825,74,87,75.4,88.9,12.26,9.38
19540826,74,84,75.4,88.8,12.26,9.41
19540827,74,85,75.3,88.8,12.26,9.44
19540828,74,85,75.3,88.8,12.26,9.47
19540829,72,84,75.2,88.8,12.27,9.51
19540830,72,84,75.2,88.8,12.27,9.55
19540831,72,85,75.2,88.8,12.27,9.59
19540901,73,86,75.1,88.7,12.27,9.62
19540902,75,87,75.1,88.7,12.27,9.66
19540903,73,87,75.1,88.7,12.27,9.7
19540904,75,85,75,88.7,12.27,9.73
19540905,74,85,75,88.7,12.27,9.77
19540906,72,83,75,88.6,12.32,9.8
19540907,74,85,74.9,88.6,12.32,9.84
19540908,72,86,74.9,88.6,12.32,9.87
19540909,74,85,74.9,88.6,12.32,9.9
19540910,75,87,74.9,88.6,12.32,9.93
19540911,76,87,74.8,88.5,12.32,9.96
19540912,76,85,74.8,88.5,12.32,9.99
19540913,75,86,74.8,88.5,12.32,10.02
19540914,74,86,74.8,88.5,12.32,10.05
19540915,73,85,74.8,88.4,12.32,10.07
19540916,73,85,74.7,88.4,12.32,10.1
19540917,70,83,74.7,88.4,12.39,10.13
19540918,74,83,74.7,88.4,12.39,10.15
19540919,73,84,74.7,88.3,12.39,10.18
19540920,71,86,74.7,88.3,12.39,10.21
19540921,72,86,74.7,88.3,12.39,10.23
19540922,75,87,74.7,88.2,12.39,10.26
19540923,75,86,74.7,88.2,12.39,10.29
19540924,75,84,74.7,88.2,12.4,10.31
19540925,71,85,74.7,88.1,12.42,10.34
19540926,73,85,74.7,88.1,12.42,10.37
19540927,71,84,74.6,88.1,12.42,10.39
19540928,69,85,74.6,88,12.42,10.42
19540929,72,84,74.6,88,12.8,10.45
19540930,73,85,74.6,88,12.81,10.47
19541001,69,86,74.6,87.9,12.81,10.5
19541002,73,86,74.6,87.9,12.95,10.53
19541003,74,85,74.5,87.8,12.95,10.56
19541004,75,85,74.5,87.8,12.95,10.59
19541005,75,85,74.5,87.7,12.96,10.63
19541006,73,85,74.5,87.7,12.96,10.67
19541007,73,84,74.4,87.6,12.96,10.71
19541008,74,85,74.4,87.6,13.01,10.75
19541009,74,84,74.4,87.5,13.06,10.79
19541010,73,83,74.3,87.4,13.15,10.83
19541011,73,83,74.3,87.4,13.37,10.87
19541012,70,84,74.2,87.3,13.59,10.92
19541013,71,85,74.2,87.2,13.59,10.96
19541014,71,83,74.1,87.1,13.62,11
19541015,72,82,74.1,87.1,13.62,11.05
19541016,71,83,74,87,13.62,11.09
19541017,71,85,73.9,86.9,13.62,11.14
19541018,73,84,73.9,86.8,13.62,11.18
19541019,70,85,73.8,86.7,13.62,11.23
19541020,74,85,73.7,86.7,13.62,11.28
19541021,74,84,73.7,86.6,13.66,11.34
19541022,72,85,73.6,86.5,13.68,11.41
19541023,74,83,73.5,86.4,13.68,11.47
19541024,74,84,73.4,86.3,13.68,11.54
19541025,72,85,73.4,86.2,13.68,11.6
19541026,73,84,73.3,86.1,13.68,11.67
19541027,70,85,73.2,86,13.68,11.73
19541028,65,85,73.1,85.9,13.68,11.79
19541029,67,84,73,85.8,13.68,11.85
19541030,70,83,73,85.7,13.71,11.92
19541031,69,83,72.9,85.6,13.85,11.98
19541101,69,83,72.8,85.5,13.85,12.06
19541102,68,84,72.7,85.4,13.85,12.14
19541103,67,85,72.7,85.3,13.85,12.22
19541104,67,84,72.6,85.2,13.85,12.29
19541105,66,84,72.5,85.1,13.85,12.37
19541106,72,85,72.4,85,13.85,12.45
19541107,72,84,72.4,84.9,13.85,12.52
19541108,73,85,72.3,84.8,13.88,12.6
19541109,73,86,72.2,84.7,13.88,12.68
19541110,71,85,72.1,84.6,13.88,12.76
19541111,66,83,72.1,84.5,13.88,12.83
19541112,68,84,72,84.4,13.88,12.91
19541113,69,85,71.9,84.3,13.88,12.99
19541114,73,84,71.9,84.2,13.88,13.07
19541115,74,84,71.8,84.1,13.88,13.15
19541116,73,85,71.8,84,13.88,13.23
19541117,70,85,71.7,83.9,13.88,13.32
19541118,71,82,71.6,83.8,13.88,13.4
19541119,68,85,71.6,83.7,13.88,13.47
19541120,72,83,71.5,83.7,13.9,13.54
19541121,68,84,71.4,83.6,13.9,13.61
19541122,69,84,71.4,83.5,13.9,13.67
19541123,70,83,71.3,83.4,13.9,13.74
19541124,72,84,71.2,83.3,13.9,13.81
19541125,74,83,71.2,83.3,13.9,13.88
19541126,72,83,71.1,83.2,13.9,13.95
19541127,71,80,71,83.1,14.04,14.02
19541128,68,78,71,83,19.43,14.09
19541129,69,80,70.9,83,23.24,14.16
19541130,73,81,70.8,82.9,23.24,14.23
19541201,71,81,70.7,82.8,23.24,14.29
19541202,69,79,70.7,82.7,23.25,14.35
19541203,70,80,70.6,82.7,23.25,14.41
19541204,68,78,70.5,82.6,23.31,14.47
19541205,68,80,70.4,82.5,23.46,14.53
19541206,67,76,70.3,82.4,23.57,14.59
19541207,65,78,70.2,82.4,23.8,14.65
19541208,65,76,70.1,82.3,24.38,14.71
19541209,70,78,70,82.2,24.39,14.77
19541210,70,80,69.9,82.2,24.39,14.83
19541211,70,77,69.8,82.1,24.39,14.89
19541212,66,75,69.7,82,24.39,14.96
19541213,66,76,69.6,82,24.46,15.03
19541214,68,76,69.5,81.9,24.46,15.1
19541215,68,83,69.4,81.8,25.43,15.17
19541216,64,75,69.2,81.8,26,15.24
19541217,60,74,69.1,81.7,26,15.31
19541218,57,78,69,81.6,26,15.38
19541219,59,79,68.9,81.6,26,15.46
19541220,64,78,68.8,81.5,26,15.55
19541221,71,79,68.6,81.5,26.22,15.63
19541222,70,80,68.5,81.4,26.3,15.71
19541223,71,81,68.4,81.3,26.3,15.79
19541224,70,80,68.3,81.3,26.3,15.87
19541225,67,80,68.2,81.2,26.3,15.95
19541226,64,80,68.1,81.2,26.3,16.03
19541227,71,79,67.9,81.1,26.3,16.1
19541228,69,78,67.8,81.1,26.75,16.18
19541229,68,83,67.7,81,27.25,16.25
19541230,70,80,67.6,80.9,27.3,16.33
19541231,72,78,67.5,80.9,27.3,16.41
19550101,70,78,67.4,80.9,0.01,0.08
19550102,70,78,67.3,80.8,0.01,0.15
19550103,69,78,67.3,80.8,0.01,0.22
19550104,69,79,67.2,80.7,0.01,0.29
19550105,64,81,67.1,80.7,0.01,0.36
19550106,63,83,67,80.7,0.01,0.44
19550107,66,82,67,80.6,0.01,0.51
19550108,70,80,66.9,80.6,0.01,0.58
19550109,67,80,66.8,80.6,0.01,0.65
19550110,68,80,66.8,80.5,0.01,0.72
19550111,63,80,66.8,80.5,0.01,0.78
19550112,61,78,66.7,80.5,0.01,0.84
19550113,66,79,66.7,80.5,0.01,0.9
19550114,69,78,66.7,80.4,0.01,0.96
19550115,69,82,66.6,80.4,0.01,1.02
19550116,66,80,66.6,80.4,0.07,1.07
19550117,69,77,66.6,80.4,0.08,1.13
19550118,69,79,66.6,80.4,0.08,1.17
19550119,68,81,66.6,80.4,0.08,1.22
19550120,66,80,66.6,80.4,0.47,1.27
19550121,66,74,66.6,80.4,2.74,1.32
19550122,68,75,66.6,80.4,2.74,1.37
19550123,67,77,66.6,80.4,2.74,1.42
19550124,68,76,66.6,80.4,2.74,1.48
19550125,62,79,66.7,80.4,2.74,1.53
19550126,62,78,66.7,80.4,2.74,1.58
19550127,67,76,66.7,80.4,2.74,1.62
19550128,66,75,66.7,80.4,2.74,1.68
19550129,67,76,66.7,80.4,2.74,1.73
19550130,63,76,66.8,80.4,2.74,1.78
19550131,64,79,66.8,80.4,2.74,1.84
19550201,67,79,66.8,80.4,2.76,1.9
19550202,66,78,66.8,80.4,3.25,1.97
19550203,68,78,66.9,80.4,3.29,2.03
19550204,69,80,66.9,80.4,3.29,2.09
19550205,65,80,66.9,80.4,3.29,2.15
19550206,65,79,67,80.5,3.37,2.21
19550207,65,72,67,80.5,4,2.27
19550208,62,74,67,80.5,4,2.34
19550209,63,75,67,80.5,4,2.4
19550210,66,75,67,80.5,4,2.46
19550211,69,76,67.1,80.5,4.03,2.51
19550212,66,77,67.1,80.5,4.1,2.57
19550213,66,73,67.1,80.5,4.12,2.64
19550214,62,70,67.1,80.5,4.17,2.71
19550215,63,73,67.1,80.5,4.18,2.78
19550216,61,73,67.1,80.5,4.25,2.85
19550217,61,74,67.2,80.5,4.26,2.93
19550218,65,75,67.2,80.5,4.26,3
19550219,63,77,67.2,80.5,4.39,3.08
19550220,63,79,67.2,80.5,4.39,3.15
19550221,65,79,67.2,80.5,4.67,3.23
19550222,65,76,67.2,80.5,7.47,3.31
19550223,65,73,67.2,80.5,12.99,3.39
19550224,66,73,67.2,80.6,14.72,3.47
19550225,63,76,67.3,80.6,16.21,3.55
19550226,67,80,67.3,80.6,16.42,3.63
19550227,67,79,67.3,80.6,16.42,3.7
19550228,63,79,67.3,80.6,16.42,3.78
19550301,64,80,67.3,80.6,16.42,3.85
19550302,63,78,67.4,80.6,16.42,3.93
19550303,69,81,67.4,80.6,16.42,4
19550304,68,78,67.4,80.7,16.95,4.08
19550305,66,76,67.4,80.7,17.03,4.16
19550306,62,76,67.5,80.7,17.03,4.24
19550307,58,78,67.5,80.7,17.03,4.31
19550308,70,78,67.6,80.8,17.03,4.39
19550309,68,75,67.6,80.8,17.03,4.48
19550310,66,76,67.6,80.8,17.03,4.57
19550311,66,77,67.7,80.9,17.14,4.66
19550312,66,76,67.8,80.9,17.15,4.76
19550313,67,78,67.8,81,17.15,4.85
19550314,62,79,67.9,81,17.15,4.93
19550315,61,76,67.9,81.1,17.22,5.01
19550316,60,75,68,81.1,17.22,5.09
19550317,55,77,68.1,81.2,17.22,5.18
19550318,60,76,68.1,81.2,17.22,5.25
19550319,61,77,68.2,81.3,17.22,5.33
19550320,63,79,68.3,81.3,17.23,5.41
19550321,65,80,68.4,81.4,17.25,5.48
19550322,66,72,68.4,81.5,20.78,5.55
19550323,65,78,68.5,81.5,20.78,5.62
19550324,60,77,68.6,81.6,20.78,5.68
19550325,56,78,68.7,81.7,20.78,5.75
19550326,57,75,68.8,81.7,20.78,5.82
19550327,59,78,68.9,81.8,20.78,5.89
19550328,66,78,68.9,81.9,20.78,5.95
19550329,68,78,69,81.9,20.78,6.01
19550330,68,80,69.1,82,20.78,6.08
19550331,68,79,69.2,82.1,20.78,6.14
19550401,67,81,69.3,82.2,20.78,6.18
19550402,69,80,69.4,82.2,20.78,6.23
19550403,67,81,69.4,82.3,21.33,6.27
19550404,68,82,69.5,82.4,21.33,6.31
19550405,68,80,69.6,82.5,21.33,6.35
19550406,68,80,69.7,82.5,21.33,6.39
19550407,67,82,69.7,82.6,21.33,6.42
19550408,69,81,69.8,82.7,21.33,6.45
19550409,69,80,69.9,82.7,21.33,6.48
19550410,69,81,69.9,82.8,21.33,6.51
19550411,66,81,70,82.9,21.33,6.53
19550412,70,81,70,82.9,21.33,6.55
19550413,71,81,70.1,83,21.33,6.58
19550414,70,80,70.1,83.1,21.33,6.6
19550415,68,75,70.2,83.1,21.36,6.62
19550416,68,80,70.2,83.2,21.39,6.64
19550417,67,80,70.2,83.2,21.39,6.66
19550418,67,78,70.3,83.3,21.41,6.68
19550419,68,78,70.3,83.3,21.41,6.7
19550420,68,77,70.4,83.4,21.42,6.72
19550421,68,77,70.4,83.4,21.42,6.74
19550422,67,79,70.4,83.5,21.44,6.76
19550423,68,80,70.4,83.5,21.44,6.77
19550424,70,80,70.5,83.6,21.44,6.79
19550425,70,80,70.5,83.6,21.44,6.81
19550426,66,80,70.5,83.7,21.52,6.83
19550427,67,80,70.6,83.7,21.62,6.85
19550428,69,81,70.6,83.8,21.62,6.87
19550429,69,80,70.6,83.8,21.63,6.89
19550430,70,80,70.6,83.9,21.63,6.91
19550501,69,81,70.7,83.9,21.63,6.93
19550502,69,79,70.7,84,21.66,6.96
19550503,68,79,70.7,84,21.67,6.99
19550504,70,79,70.8,84.1,21.67,7.01
19550505,69,80,70.8,84.1,21.67,7.04
19550506,69,78,70.8,84.2,21.67,7.07
19550507,70,80,70.9,84.2,21.67,7.09
19550508,70,81,70.9,84.3,21.67,7.12
19550509,70,78,71,84.3,21.67,7.14
19550510,70,80,71,84.4,21.67,7.17
19550511,69,80,71.1,84.4,21.67,7.2
19550512,69,80,71.1,84.5,21.67,7.23
19550513,70,81,71.2,84.6,21.67,7.26
19550514,70,81,71.3,84.6,21.67,7.29
19550515,70,81,71.3,84.7,21.67,7.32
19550516,70,82,71.4,84.7,21.67,7.35
19550517,70,82,71.5,84.8,21.67,7.38
19550518,69,80,71.5,84.9,21.95,7.41
19550519,69,82,71.6,84.9,21.96,7.44
